, InstallationID , InstallationType , PanelType      , Capacity (kW) , EnergyProduced (kWh) , MaintenanceFrequency (months) , Cost (₹) , Region        , Latitude , Longitude , TypeOfInstallation     , InstallerName  , WarrantyYears , AnnualSavings (₹) 
2327, S005           ,0,1,52,5421,8,294543,0,20.6366,71.411,0,1,18,74790
2328, S004           ,2,1,6,720,23,92894,0,13.2502,73.1874,0,2,21,10000
2329, S003           ,1,2,97,9588,4,525370,5,19.9261,78.6091,0,0,20,140991
2330, S004           ,2,0,6,1068,19,56000,2,10.8505,76.4168,0,3,25,10000
2331, S006           ,1,0,100,10393,7,501879,1,18.8316,74.2566,1,2,19,134205
2332, S009           ,1,2,41,5121,4,278995,0,24.9845,71.1924,1,1,20,126214
2333, S004           ,0,0,46,5434,7,330358,0,23.7296,76.4529,0,1,20,67474
2334, S002           ,1,2,89,8359,7,590613,7,10.8505,74.5384,1,0,21,126371
2335, S010           ,2,0,6,1633,24,56000,1,12.6336,73.3449,0,3,24,24684
2336, S009           ,1,0,9,9929,7,56000,2,20.7945,79.4978,1,0,20,122801
2337, S009           ,1,2,100,10500,5,634434,9,19.834,85.0291,1,0,22,124501
2338, S004           ,2,0,17,1425,24,60616,2,12.1901,75.5288,1,3,24,10000
2339, S006           ,2,0,6,1228,22,56000,8,25.4427,77.182,0,3,24,10000
2340, S002           ,0,1,43,6056,7,269910,0,21.6259,75.1302,0,2,19,61730
2341, S009           ,1,2,96,9795,6,601676,9,22.8537,75.8928,1,0,20,99747
2342, S002           ,2,0,40,750,23,119896,1,13.9653,73.2367,0,3,20,65139
2343, S010           ,2,0,6,1085,18,70724,2,12.0085,75.2456,0,3,23,10092
2344, S007           ,2,0,10,1888,21,56000,3,10.8505,76.1632,0,3,24,10000
2345, S008           ,0,2,43,5883,7,502553,9,25.2089,71.1924,1,1,19,145467
2346, S009           ,1,2,97,10051,7,540684,0,24.0278,71.1924,0,0,21,112433
2347, S010           ,1,0,94,10500,17,567002,5,10.9965,74.374,1,3,24,10262
2348, S010           ,2,0,7,1633,20,69866,3,11.2529,77.8305,1,3,23,10000
2349, S003           ,2,2,100,9500,19,599449,6,19.4343,78.836,1,3,23,131305
2350, S003           ,1,2,88,9652,5,512398,5,22.8796,80.742,1,0,24,123430
2351, S006           ,1,2,100,10500,6,622099,9,19.1166,76.2429,1,0,20,118388
2352, S005           ,2,0,13,949,19,78282,3,13.5543,76.2106,0,3,23,23108
2353, S009           ,2,0,16,1975,16,59510,2,14.6139,76.5282,0,3,25,25526
2354, S002           ,0,2,47,5755,7,448411,6,20.7589,76.3567,1,0,18,52505
2355, S008           ,0,1,53,6453,9,277904,5,26.5608,71.7625,0,2,19,65516
2356, S007           ,2,0,6,1043,20,56000,2,13.5359,73.1235,0,3,24,10000
2357, S004           ,1,2,91,7900,8,576539,9,23.6658,86.0427,1,3,25,98970
2358, S005           ,2,1,47,6602,8,320730,8,14.0777,75.8805,0,1,21,57657
2359, S004           ,0,2,95,841,6,283037,9,10.8505,71.1924,0,2,21,116225
2360, S010           ,2,0,11,1369,24,72138,8,12.3696,79.5089,1,3,24,10000
2361, S008           ,0,2,94,4489,6,298371,9,22.9873,71.1924,1,2,20,54685
2362, S005           ,1,2,95,10147,6,534206,9,19.749,86.6337,1,0,18,130476
2363, S003           ,1,2,95,10119,5,700000,9,10.8505,77.6955,1,0,19,117970
2364, S004           ,0,0,35,1041,24,298819,5,13.0245,77.2406,0,2,24,10000
2365, S008           ,0,1,40,7041,6,284757,1,23.9304,74.5851,0,1,19,72729
2366, S009           ,1,2,100,10316,7,647920,5,18.7107,80.1488,1,0,19,119449
2367, S010           ,2,0,8,1779,19,56000,2,20.4719,77.834,1,3,25,12740
2368, S010           ,2,0,6,1799,21,56000,3,13.4135,73.2301,0,3,23,10000
2369, S005           ,2,1,6,2105,5,93575,8,22.4024,73.805,1,1,22,11639
2370, S004           ,2,0,20,1265,16,78421,3,13.282,75.0468,1,3,25,10000
2371, S003           ,1,2,92,9375,5,635762,3,19.238,72.9848,1,3,25,29207
2372, S008           ,0,1,48,5676,7,320329,0,16.9392,75.8954,0,1,18,64569
2373, S009           ,2,1,73,1866,17,56000,7,22.753,77.4197,0,3,23,10000
2374, S007           ,1,2,48,10025,6,470132,9,24.9623,79.1344,1,0,20,98913
2375, S007           ,2,0,26,1590,23,56000,7,11.0696,78.3255,1,3,22,10000
2376, S009           ,1,1,88,8714,5,580491,7,24.1651,78.0001,0,0,24,116561
2377, S004           ,2,0,47,1628,6,238342,2,24.6202,77.9218,0,3,20,55200
2378, S006           ,1,2,100,10500,4,539079,7,11.6519,78.7365,1,2,19,127470
2379, S009           ,0,1,91,9710,5,622794,2,12.55,75.469,0,2,19,77595
2380, S009           ,1,2,86,9307,6,658767,6,11.5355,78.1893,1,3,18,135648
2381, S009           ,1,2,83,8384,17,600381,3,19.2163,74.1576,0,3,24,119098
2382, S009           ,2,0,6,1115,23,162384,2,10.8505,75.436,1,3,23,16535
2383, S008           ,2,2,14,1616,5,535985,3,14.9295,77.2944,0,0,19,10000
2384, S004           ,2,0,18,1590,15,56000,2,10.8505,74.2356,0,3,25,10000
2385, S004           ,2,2,16,1039,18,99038,1,12.305,74.4755,1,0,23,10000
2386, S006           ,1,2,100,10500,4,551930,9,22.2482,85.0513,1,0,24,98609
2387, S009           ,1,2,94,9301,5,491987,7,20.8739,74.4242,1,3,21,68627
2388, S007           ,2,0,6,747,20,56000,8,10.8505,74.9566,0,3,24,10895
2389, S006           ,0,1,40,5273,7,314004,8,22.3531,74.7816,0,1,20,65783
2390, S010           ,2,0,12,1655,19,62218,3,10.8505,74.4373,1,3,24,10000
2391, S003           ,1,1,78,10384,7,652343,6,20.4882,72.5014,1,0,21,99710
2392, S002           ,1,2,96,9544,6,700000,2,12.471,71.1924,1,0,19,113602
2393, S003           ,2,0,23,1906,13,84306,3,13.1518,74.7929,0,3,25,10000
2394, S004           ,2,0,16,2211,21,100540,8,10.8505,79.6523,1,3,23,10000
2395, S007           ,2,0,21,1680,23,56000,2,10.8505,75.377,0,3,22,10000
2396, S007           ,2,0,12,1646,19,56000,2,10.9142,73.8582,0,3,22,11472
2397, S005           ,0,1,40,6162,6,271757,3,11.7089,73.7961,1,1,18,50088
2398, S009           ,1,2,80,9254,6,603543,9,19.7873,77.0437,1,0,23,145630
2399, S010           ,2,2,22,2049,22,56000,2,14.5318,71.3297,0,3,25,19184
2400, S008           ,0,1,40,6081,7,265414,0,25.3582,73.5895,0,1,19,68036
2401, S006           ,0,2,100,1890,5,341394,6,11.417,76.5223,1,0,20,123174
2402, S003           ,1,2,100,8787,5,576985,9,21.4829,82.1103,1,0,22,121203
2403, S008           ,0,0,48,5565,6,275766,3,13.617,73.8512,0,1,19,19201
2404, S007           ,1,0,49,9416,4,674414,6,24.6153,73.597,1,0,20,63272
2405, S007           ,2,1,9,2169,22,59942,8,11.0819,75.8076,0,2,24,10000
2406, S004           ,2,0,6,2015,24,56000,2,10.8505,72.9239,0,3,24,10000
2407, S004           ,2,0,10,1681,20,72320,2,21.7233,74.4448,0,3,25,10000
2408, S002           ,0,2,55,6033,8,291005,3,21.304,77.8146,0,0,18,100856
2409, S002           ,0,1,41,4734,6,242996,7,18.8742,77.9924,0,3,18,66716
2410, S010           ,0,2,90,5434,5,75532,6,12.9214,78.1664,0,0,25,62946
2411, S006           ,1,2,96,10500,7,277679,8,22.4895,75.7704,1,0,19,128032
2412, S004           ,2,0,15,1777,24,97241,5,10.8505,74.6996,0,3,23,26495
2413, S010           ,2,1,18,1425,24,104774,2,17.8651,73.5043,0,2,23,19916
2414, S010           ,1,2,92,1295,16,56000,2,10.8505,75.2274,1,3,23,23988
2415, S006           ,0,1,46,5736,18,56000,3,23.6242,74.3957,0,1,20,71487
2416, S004           ,2,0,100,1824,21,90681,6,21.2475,71.1924,1,0,25,15821
2417, S010           ,2,0,6,1524,16,75626,6,20.7326,72.5657,0,3,24,10000
2418, S008           ,0,1,41,5732,5,283765,1,10.8505,74.3592,0,3,20,48517
2419, S006           ,1,2,100,10500,6,588276,9,10.8505,75.9911,1,1,25,136993
2420, S007           ,2,0,9,2202,14,63355,2,11.5147,75.5883,0,3,25,10000
2421, S009           ,1,2,93,10500,6,498893,9,19.7637,76.6669,1,0,19,138225
2422, S006           ,1,2,100,8587,5,672464,9,10.8505,87.0693,1,0,23,131076
2423, S002           ,0,1,46,5809,7,292220,7,13.9965,74.4539,0,3,19,71461
2424, S009           ,1,2,77,9716,6,557426,9,17.7979,87.855,1,0,19,129853
2425, S005           ,2,0,16,1242,18,56000,5,10.8505,75.7164,0,0,24,110141
2426, S005           ,2,2,6,1612,23,232313,8,10.8505,77.4528,1,3,24,10000
2427, S004           ,0,1,51,5960,7,352453,7,10.8505,73.4962,0,1,20,62323
2428, S003           ,0,2,88,10151,6,302722,5,20.8571,75.1663,1,0,20,98265
2429, S002           ,1,2,98,8594,7,598630,0,23.4032,74.453,1,1,18,113766
2430, S006           ,1,2,99,9359,6,581950,6,23.9462,76.6984,1,0,19,100207
2431, S002           ,2,1,44,1906,8,362505,6,21.277,77.4068,0,2,24,10000
2432, S005           ,0,1,45,6117,8,283463,1,28.6139,76.8987,0,1,18,59008
2433, S008           ,0,1,55,5680,8,297776,7,14.0546,71.657,0,1,19,66666
2434, S008           ,1,2,100,10500,5,443831,5,22.9543,76.9688,1,0,20,115799
2435, S010           ,2,0,6,2385,23,67748,0,10.8505,71.8518,0,3,23,10000
2436, S004           ,1,2,100,7932,6,519277,8,10.8505,73.8763,1,3,20,119085
2437, S004           ,2,0,14,1276,18,66777,3,12.548,74.1531,0,3,23,10000
2438, S010           ,1,0,17,2274,19,81930,2,12.5635,75.4344,0,3,24,20943
2439, S003           ,1,2,100,10202,4,562458,9,18.886,78.9883,1,0,20,146061
2440, S005           ,2,0,12,1322,24,73998,8,10.8505,74.3772,0,3,25,11235
2441, S006           ,1,2,12,9207,6,305653,8,15.301,77.5558,1,3,18,129070
2442, S008           ,2,1,48,4508,5,326349,8,15.2292,73.6716,1,3,19,51789
2443, S003           ,1,2,100,10500,6,688388,6,21.4875,81.1807,1,0,18,117308
2444, S004           ,2,0,6,8961,19,549341,0,24.2979,77.9367,1,0,19,104161
2445, S008           ,2,2,19,1645,5,56000,2,25.1535,77.1469,1,3,24,10000
2446, S007           ,0,1,48,5560,7,256070,0,10.8505,72.985,0,1,19,61702
2447, S005           ,0,0,46,5727,7,402247,9,21.4749,75.5512,0,2,20,61280
2448, S008           ,0,0,6,4695,5,286122,5,13.3193,77.4778,1,0,20,78666
2449, S008           ,2,1,46,1979,6,338797,8,16.7085,75.7406,0,1,19,62536
2450, S003           ,2,0,11,1212,19,56000,3,11.8297,77.7258,0,3,23,10000
2451, S004           ,2,0,10,744,21,313872,3,11.9813,75.131,0,2,25,55344
2452, S006           ,1,0,82,9171,5,670976,9,21.6408,87.8211,0,0,20,122210
2453, S006           ,1,1,19,1688,4,221049,5,11.1297,75.7439,0,1,22,10456
2454, S010           ,1,0,10,1218,23,56000,2,10.8505,71.1924,0,3,23,11514
2455, S008           ,0,1,54,6268,5,515997,8,11.7244,75.4493,1,1,19,60469
2456, S006           ,0,1,39,4561,6,277801,1,22.4912,74.2144,1,1,18,63130
2457, S008           ,1,1,51,5529,4,256590,6,21.3422,73.2048,0,2,19,64811
2458, S010           ,1,0,6,1576,17,97442,9,10.8505,83.9913,1,0,24,10000
2459, S006           ,1,2,95,10500,7,522497,9,19.7446,78.2877,1,0,21,80351
2460, S010           ,2,0,12,1779,24,71499,2,12.8588,77.0156,1,3,23,10000
2461, S010           ,2,0,17,795,20,56000,2,10.8505,72.7606,0,3,24,12646
2462, S004           ,1,2,91,9465,7,567375,6,20.0034,71.1924,1,0,20,129134
2463, S002           ,0,1,49,1151,5,345314,6,19.1984,74.1893,0,3,23,61667
2464, S008           ,2,2,85,4853,5,298014,5,21.7954,77.0066,1,0,20,70425
2465, S006           ,1,2,96,9215,5,56000,8,11.5376,76.8264,1,0,23,145532
2466, S006           ,1,2,98,9679,6,586493,5,24.2859,81.567,0,0,18,109789
2467, S005           ,2,0,21,1118,6,84813,1,10.8505,74.7142,0,3,21,17940
2468, S004           ,2,0,6,1241,23,56000,0,11.8206,73.3927,1,3,24,11714
2469, S007           ,1,2,89,10496,5,597963,6,20.3182,79.0907,1,0,19,128730
2470, S006           ,1,0,10,1931,19,138196,3,10.8505,75.5299,0,1,24,10000
2471, S006           ,1,2,100,4877,21,637093,9,10.8505,75.1933,1,0,25,133670
2472, S007           ,2,0,26,3135,21,68795,2,23.6468,78.8553,0,3,25,11551
2473, S003           ,1,2,84,10459,7,543419,7,21.651,74.3588,1,0,20,118851
2474, S010           ,1,2,10,815,24,540926,9,10.8505,75.1456,1,0,25,105846
2475, S007           ,2,0,17,1243,24,108349,2,13.9067,77.8457,0,3,23,10000
2476, S009           ,1,2,100,8358,5,623309,5,24.4839,77.6013,1,0,19,125985
2477, S008           ,0,1,46,5045,8,271206,0,24.2229,71.1924,0,2,18,62341
2478, S007           ,2,0,10,1960,24,92784,2,10.8505,78.7455,0,3,25,20666
2479, S008           ,0,1,48,4535,4,302290,7,24.1747,76.1048,0,1,18,71619
2480, S007           ,2,0,24,1081,22,91825,8,11.4779,76.5415,0,3,23,25253
2481, S003           ,1,2,44,4837,5,298822,7,24.2511,75.3264,0,1,19,70653
2482, S010           ,2,0,16,1964,22,56000,8,10.8505,78.1351,0,3,23,10000
2483, S006           ,1,0,15,1810,20,56000,3,10.8505,76.6262,1,0,24,105710
2484, S008           ,0,0,100,720,6,563195,2,16.2613,76.13,1,3,25,13186
2485, S006           ,1,2,93,9595,6,685505,5,22.3338,83.8013,1,0,20,124185
2486, S007           ,2,0,21,3101,19,56000,2,10.8505,75.7278,0,3,24,10000
2487, S002           ,0,1,40,5811,7,291326,3,24.9409,72.0928,0,2,18,67113
2488, S005           ,2,0,11,1675,24,74642,3,24.3972,76.6731,0,3,20,10000
2489, S008           ,0,1,48,6310,7,339525,1,21.4762,73.8585,0,1,19,59176
2490, S008           ,1,1,44,2503,7,261567,8,25.0511,74.3065,0,3,18,56672
2491, S009           ,1,2,100,9594,5,612535,6,25.1112,75.3462,1,0,23,114804
2492, S003           ,1,2,94,9123,7,328534,0,24.2057,73.5868,1,0,18,138600
2493, S007           ,2,1,9,1184,23,56000,0,13.6199,74.7648,0,3,24,10000
2494, S007           ,2,0,17,2004,18,89629,6,10.8505,74.6568,0,3,25,10000
2495, S003           ,0,1,34,1616,5,298754,7,20.2667,77.819,1,3,22,26858
2496, S006           ,0,1,54,5511,4,343348,1,28.4234,76.3808,0,0,19,65682
2497, S006           ,2,2,100,9604,5,84815,8,21.4552,76.6618,1,0,20,126090
2498, S008           ,2,0,98,9733,22,615605,3,10.8505,72.8643,1,0,18,122404
2499, S006           ,1,2,20,1529,6,298032,1,20.0459,71.3246,0,0,19,65701
2500, S009           ,1,2,82,8260,4,544368,5,21.0671,76.17,1,0,18,110277
2501, S009           ,1,0,82,9825,6,700000,3,19.6608,75.5352,0,3,23,94646
2502, S007           ,2,0,18,1598,23,56000,3,10.8505,74.2782,0,3,23,10000
2503, S005           ,2,2,13,4076,7,63107,1,10.8505,73.7249,0,0,22,10000
2504, S009           ,1,2,100,9335,5,604435,9,20.3985,81.2538,1,0,19,111141
2505, S003           ,2,0,9,4847,7,56000,2,12.4568,73.103,0,3,21,128038
2506, S009           ,1,2,92,10500,6,438011,9,21.5418,71.1924,1,0,21,150000
2507, S010           ,2,0,6,1334,24,58930,6,10.8505,77.9992,1,3,25,10000
2508, S008           ,1,2,88,4568,4,301146,9,28.1433,73.6855,0,0,19,132982
2509, S010           ,2,2,6,2167,24,577987,0,25.7817,74.4881,1,3,23,10000
2510, S004           ,2,0,16,906,22,56000,2,11.4954,74.9082,0,3,24,10000
2511, S005           ,2,1,8,720,24,340391,8,10.8505,76.7917,0,3,20,10000
2512, S008           ,2,0,82,1657,6,56675,8,11.7638,76.2784,1,3,19,147913
2513, S002           ,2,0,22,10367,20,616843,3,11.6834,71.1924,0,1,24,10000
2514, S005           ,0,1,57,6348,7,365956,6,21.0333,75.802,0,1,19,65514
2515, S007           ,2,0,6,1949,23,71711,2,12.2362,77.6561,0,3,23,10000
2516, S010           ,1,1,9,2318,22,56000,1,21.8099,74.8538,1,3,19,67038
2517, S003           ,2,2,98,7751,24,572248,8,23.036,77.0806,0,3,22,10000
2518, S002           ,2,0,6,1509,18,115850,3,15.3088,76.2919,0,3,24,12963
2519, S006           ,0,2,88,8699,5,313694,2,22.2221,76.2053,0,1,19,107139
2520, S003           ,1,1,100,10411,6,326482,6,24.4815,71.1924,0,2,19,150000
2521, S008           ,0,2,85,5255,5,288501,0,26.1304,77.2227,0,0,19,123826
2522, S007           ,1,2,6,1999,21,56000,3,25.5084,76.4309,1,2,23,10000
2523, S009           ,1,2,92,9656,4,658435,9,21.3139,82.8469,1,0,19,117821
2524, S008           ,0,1,53,5158,9,345135,0,16.293,73.1852,1,1,20,58989
2525, S004           ,2,0,9,1599,21,81135,2,21.4015,71.6874,0,3,25,10000
2526, S010           ,2,0,17,3393,24,95761,6,10.8505,74.2102,1,3,24,10000
2527, S002           ,2,0,6,1042,21,62484,2,11.1997,77.1706,0,3,23,10000
2528, S010           ,2,0,7,4660,22,56000,3,12.6004,79.1646,1,3,24,10000
2529, S003           ,1,2,100,8922,5,511849,5,17.034,72.885,1,0,19,146639
2530, S008           ,0,1,49,5201,6,324498,7,11.7418,74.3212,1,2,18,59921
2531, S004           ,2,0,6,2049,19,93783,2,14.6489,76.1984,0,3,24,13528
2532, S009           ,1,2,78,8912,6,469208,6,10.8505,76.4087,0,3,18,56215
2533, S007           ,2,2,94,10500,6,57210,1,24.7908,73.839,1,0,25,136948
2534, S004           ,2,1,41,5597,6,282776,0,21.6245,73.4843,0,0,19,109644
2535, S006           ,1,2,9,10500,5,654083,7,13.683,79.7496,1,0,23,122915
2536, S010           ,2,0,7,2054,24,126828,3,10.8505,71.1924,0,3,23,10910
2537, S002           ,1,1,47,5500,7,264547,0,10.8505,74.6423,0,1,19,67824
2538, S008           ,0,1,56,4648,7,260891,0,20.6273,72.8797,0,1,18,71305
2539, S004           ,2,0,14,935,24,91405,8,12.413,77.6891,1,2,25,18417
2540, S009           ,0,1,55,4866,5,264843,0,23.528,75.0811,1,2,20,64808
2541, S010           ,2,0,12,720,21,58181,2,12.2669,73.988,0,3,25,10000
2542, S007           ,1,0,82,8481,20,71236,2,19.802,76.6008,0,3,23,10000
2543, S005           ,0,1,51,5888,8,334859,0,22.0933,73.1977,0,1,18,56681
2544, S007           ,2,0,16,2078,21,134058,3,15.1347,74.4092,0,3,24,11498
2545, S007           ,1,2,82,10500,4,466816,5,23.2203,82.9408,1,0,24,131458
2546, S010           ,2,0,11,1877,21,82740,3,10.8505,78.2163,0,3,25,10000
2547, S002           ,2,2,6,1418,24,56000,6,10.8505,77.1268,0,3,24,10000
2548, S008           ,0,1,43,4719,6,291837,0,17.439,75.1746,1,1,18,54635
2549, S006           ,0,1,57,5794,6,298393,1,10.8505,71.1924,0,1,19,60772
2550, S008           ,0,1,48,1618,6,342372,0,22.4111,74.5664,0,1,19,71711
2551, S004           ,0,2,40,1631,7,301221,9,10.8505,74.0276,0,2,19,66353
2552, S008           ,0,1,46,4659,5,444794,9,17.542,77.721,0,3,19,67243
2553, S009           ,1,2,96,10500,7,551256,9,25.1261,75.1284,1,0,23,132269
2554, S005           ,0,1,48,4654,5,361719,7,16.0117,77.1398,0,2,19,62529
2555, S007           ,2,1,7,1705,24,56000,6,10.8505,76.0475,0,3,23,62299
2556, S006           ,1,2,99,9939,7,587558,3,21.2213,75.9241,0,3,21,136366
2557, S004           ,0,2,48,1358,19,56000,2,10.8505,71.5661,1,3,24,10000
2558, S006           ,2,1,12,2500,20,279759,0,10.8505,77.6726,0,2,19,10000
2559, S008           ,0,0,82,5152,7,300072,9,27.9055,76.509,0,0,18,60354
2560, S005           ,0,1,44,5842,6,345620,8,25.0226,74.9394,1,2,18,59859
2561, S008           ,2,0,6,9325,4,530250,8,23.6734,75.0063,0,3,24,24540
2562, S006           ,1,1,64,9135,4,586055,7,23.8776,79.8991,0,0,19,123987
2563, S007           ,2,0,6,1954,24,56000,5,14.4798,76.7382,0,3,25,10000
2564, S004           ,2,1,91,1005,23,443428,0,10.8505,73.9051,0,1,20,113704
2565, S009           ,2,0,21,2047,24,73783,5,10.8505,72.2369,1,3,23,19966
2566, S007           ,1,2,8,1469,17,90525,3,11.7172,77.381,0,0,22,14343
2567, S002           ,0,1,91,6149,5,303280,6,10.8505,71.1924,1,1,23,66147
2568, S008           ,2,1,7,720,6,56000,7,10.8505,77.0473,0,3,21,10000
2569, S007           ,2,0,6,1661,24,68240,3,11.7485,73.0983,0,3,25,10000
2570, S003           ,1,2,91,8838,5,690016,9,20.7262,79.5917,1,0,23,108550
2571, S002           ,1,2,86,8983,5,562812,5,18.8625,71.1924,1,0,21,147693
2572, S010           ,0,1,11,1882,22,56000,2,10.8505,75.8657,0,1,23,13930
2573, S003           ,0,1,48,4841,6,281499,9,23.2742,74.8727,1,2,18,68027
2574, S003           ,1,2,89,10401,5,653950,6,10.8505,78.6174,1,0,24,109750
2575, S008           ,0,1,42,5822,7,348634,0,26.2654,71.4757,0,1,19,62410
2576, S007           ,1,2,100,9215,7,584336,6,24.048,80.9161,1,0,21,101393
2577, S006           ,2,2,10,2079,24,564585,5,10.8505,77.0426,1,0,24,10000
2578, S004           ,2,0,6,2687,24,102341,8,10.8505,74.9039,0,3,24,10000
2579, S003           ,1,1,75,1100,4,280729,3,13.2838,78.4341,1,2,18,70697
2580, S009           ,0,2,42,5362,8,312405,3,11.4095,75.8942,0,0,18,64699
2581, S003           ,2,0,6,8872,22,115952,5,23.4915,77.3792,1,3,24,10000
2582, S010           ,2,1,14,854,19,84689,5,21.4843,77.4767,0,3,23,10000
2583, S006           ,1,2,50,10500,5,512851,2,27.0812,78.5458,1,0,18,128828
2584, S008           ,1,2,92,720,5,328650,7,25.4101,73.9098,0,3,19,132716
2585, S010           ,2,0,14,1934,23,359379,0,12.531,74.4274,0,1,23,10000
2586, S004           ,1,0,15,2364,18,56000,2,11.7283,73.82,0,3,25,16727
2587, S004           ,2,0,16,1082,22,56000,3,14.3455,78.4687,0,3,25,10000
2588, S007           ,2,0,6,1387,15,81447,3,16.8127,75.8098,0,3,23,10000
2589, S009           ,1,0,18,10008,24,56000,2,13.9169,87.855,0,0,20,10000
2590, S002           ,0,1,50,4748,6,323066,1,25.0836,71.3819,1,2,18,61176
2591, S009           ,1,2,95,9111,4,657675,5,22.9815,84.8682,0,0,22,119673
2592, S003           ,1,2,95,9352,5,541798,9,10.8505,86.3672,1,0,21,109926
2593, S010           ,0,0,41,5359,7,226589,3,10.993,71.2248,0,3,19,64588
2594, S006           ,1,2,67,10500,6,563054,9,11.356,81.8959,1,0,19,105085
2595, S003           ,1,2,100,9641,6,609020,5,18.2752,77.6118,1,0,21,123953
2596, S009           ,0,1,50,5881,7,313252,0,10.8505,73.7969,0,2,19,59267
2597, S004           ,2,1,13,1565,20,125021,8,13.8937,74.2364,0,3,25,10519
2598, S003           ,1,2,76,6884,5,488845,9,26.322,75.7012,1,0,19,97258
2599, S004           ,1,0,100,10500,18,638901,9,22.5511,87.855,1,3,23,106773
2600, S005           ,0,0,60,5224,7,273833,8,28.0865,75.7884,0,1,20,66956
2601, S005           ,2,0,12,2405,20,56000,3,19.4344,72.2238,0,3,24,10000
2602, S006           ,2,0,11,720,21,82282,7,13.0291,75.2837,0,2,23,15164
2603, S004           ,0,0,41,1493,24,108159,1,10.9387,75.3882,0,1,23,57364
2604, S008           ,2,0,10,1044,20,56000,6,14.3174,78.1756,0,3,24,10000
2605, S006           ,0,1,47,4497,7,295335,5,11.4017,74.8905,1,3,20,57279
2606, S008           ,0,1,49,4936,6,299325,7,16.7519,74.4823,0,1,18,52578
2607, S004           ,2,0,18,720,23,68738,8,10.8505,75.1898,0,3,24,21026
2608, S010           ,0,1,51,5615,7,471000,8,12.9662,74.474,0,0,19,57801
2609, S007           ,2,0,23,1744,23,56000,3,15.4557,74.1578,0,3,24,13381
2610, S003           ,1,0,96,10500,6,550100,6,21.1464,78.9696,1,0,19,120466
2611, S004           ,2,0,15,1344,13,85355,2,16.665,76.1223,0,3,24,10000
2612, S008           ,2,0,18,971,24,56000,1,11.4212,72.7391,0,2,24,10000
2613, S005           ,0,1,48,5627,6,320696,1,11.4306,76.4368,0,3,20,63385
2614, S007           ,1,1,95,10500,6,645516,5,21.6653,75.0687,0,0,18,121082
2615, S007           ,1,0,98,9087,6,540760,5,19.5698,84.7467,1,2,25,129388
2616, S007           ,0,2,46,4841,6,262155,1,26.0831,75.3274,1,2,20,54712
2617, S006           ,1,2,100,10500,5,603741,8,14.9075,86.7171,1,0,25,127957
2618, S010           ,2,0,10,1424,20,89923,2,10.8505,74.8582,0,3,24,10000
2619, S002           ,1,2,86,5616,6,325996,1,20.5184,76.1682,0,0,21,68930
2620, S004           ,1,2,82,9296,8,309120,5,20.0955,74.8782,0,1,21,120330
2621, S008           ,0,2,43,5555,7,289301,1,10.8505,72.4408,0,3,21,110891
2622, S010           ,2,0,17,1323,23,56000,3,14.3662,76.0094,0,3,23,10000
2623, S006           ,1,2,96,8782,6,563634,9,20.5697,81.6308,1,0,20,111551
2624, S002           ,0,1,55,4747,7,316484,0,28.6139,71.1924,0,0,19,65107
2625, S002           ,1,0,85,1687,21,184378,6,18.6678,73.2466,0,1,22,12511
2626, S004           ,2,0,7,2254,17,61470,5,14.1472,74.7535,1,2,25,19852
2627, S006           ,0,1,44,5489,4,213865,1,23.9703,73.7267,1,0,21,59023
2628, S010           ,1,2,100,720,22,56000,8,22.3326,75.3673,1,3,25,101107
2629, S003           ,2,0,75,9415,6,505690,9,21.9498,76.2056,0,3,19,136103
2630, S006           ,1,2,100,10363,8,557833,9,21.7784,80.1002,1,0,21,90626
2631, S008           ,2,1,47,5039,5,242621,1,25.3078,76.2709,0,1,20,61202
2632, S002           ,0,2,83,8611,7,227594,5,14.5233,75.2509,0,3,19,129171
2633, S002           ,0,2,83,5871,6,494724,7,24.6048,75.1389,1,2,19,135239
2634, S007           ,2,2,12,5804,13,140543,9,10.8505,73.7958,0,1,22,15623
2635, S006           ,1,2,99,10294,4,610905,0,22.6761,78.0822,1,0,20,98173
2636, S005           ,2,0,7,1674,22,92654,3,10.8505,77.9458,0,3,23,10000
2637, S004           ,1,2,92,9377,7,461676,6,12.9998,76.7766,1,3,20,137624
2638, S004           ,2,0,6,2188,22,103841,3,10.8505,75.6922,0,3,23,10000
2639, S010           ,0,1,7,5688,6,280721,1,23.808,74.7559,0,3,20,50441
2640, S004           ,0,0,46,5472,24,275550,9,10.8505,75.0601,0,3,19,74274
2641, S007           ,1,1,90,10233,5,644166,5,21.9715,71.6811,0,0,18,150000
2642, S004           ,2,0,6,720,23,266656,7,25.137,74.355,0,3,19,10000
2643, S005           ,1,2,48,4972,23,62637,6,11.4862,72.6862,0,0,22,10000
2644, S007           ,2,0,99,1173,6,286572,8,10.8505,74.0667,0,1,22,11223
2645, S008           ,0,1,51,4513,7,326370,1,28.6139,71.953,1,1,18,67203
2646, S002           ,1,1,52,5819,7,250147,3,26.6584,74.4674,0,3,19,78232
2647, S005           ,0,1,46,5399,24,56000,7,10.8505,75.9769,0,2,19,62664
2648, S004           ,2,0,12,2077,24,106495,3,10.8505,77.4002,0,3,23,10000
2649, S003           ,0,1,6,4175,6,306189,3,10.8505,79.0613,1,1,18,63258
2650, S008           ,0,1,44,4998,7,305492,1,17.1888,76.8232,0,1,18,56913
